INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 328
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 329
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 330
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 331
INFO [typing_duell::user_interface] iterating over text to type, current char: u, current index: 332
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 333
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 334
INFO [typing_duell::user_interface] iterating over text to type, current char: s, current index: 335
INFO [typing_duell::user_interface] iterating over text to type, current char: a, current index: 336
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 337
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 338
INFO [typing_duell::user_interface] iterating over text to type, current char: p, current index: 339
INFO [typing_duell::user_interface] iterating over text to type, current char: s, current index: 340
INFO [typing_duell::user_interface] iterating over text to type, current char: c, current index: 341
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 342
INFO [typing_duell::user_interface] iterating over text to type, current char: n, current index: 343
INFO [typing_duell::user_interface] iterating over text to type, current char: g, current index: 344
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 345
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 346
INFO [typing_duell::user_interface] iterating over text to type, current char: l, current index: 347
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 348
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 349
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 350
INFO [typing_duell::user_interface] iterating over text to type, current char: ,, current index: 351
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 352
INFO [typing_duell::user_interface] iterating over text to type, current char: s, current index: 353
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 354
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 355
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 356
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 357
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 358
INFO [typing_duell::user_interface] iterating over text to type, current char: a, current index: 359
INFO [typing_duell::user_interface] iterating over text to type, current char: m, current index: 360
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 361
INFO [typing_duell::user_interface] iterating over text to type, current char: n, current index: 362
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 363
INFO [typing_duell::user_interface] iterating over text to type, current char: n, current index: 364
INFO [typing_duell::user_interface] iterating over text to type, current char: u, current index: 365
INFO [typing_duell::user_interface] iterating over text to type, current char: m, current index: 366
INFO [typing_duell::user_interface] iterating over text to type, current char: y, current index: 367
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 368
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 369
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 370
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 371
INFO [typing_duell::user_interface] iterating over text to type, current char: m, current index: 372
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 373
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 374
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 375
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 376
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 377
INFO [typing_duell::user_interface] iterating over text to type, current char: m, current index: 378
INFO [typing_duell::user_interface] iterating over text to type, current char: p, current index: 379
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 380
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 381
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 382
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 383
INFO [typing_duell::user_interface] iterating over text to type, current char: n, current index: 384
INFO [typing_duell::user_interface] iterating over text to type, current char: v, current index: 385
INFO [typing_duell::user_interface] iterating over text to type, current char: i, current index: 386
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 387
INFO [typing_duell::user_interface] iterating over text to type, current char: u, current index: 388
INFO [typing_duell::user_interface] iterating over text to type, current char: n, current index: 389
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 390
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 391
INFO [typing_duell::user_interface] iterating over text to type, current char: u, current index: 392
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 393
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 394
INFO [typing_duell::user_interface] iterating over text to type, current char: l, current index: 395
INFO [typing_duell::user_interface] iterating over text to type, current char: a, current index: 396
INFO [typing_duell::user_interface] iterating over text to type, current char: b, current index: 397
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 398
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 399
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 400
